What is your main insurance?_Medicare,246.40000000000174
What is your main insurance?_Private insurance,76.77044132740373
What is your main insurance?_Medicaid,15.162162162162254
In the past year  have you spent more than 2 nights in a row in a jail  prison  detention center  or juvenile correctional facility?_I choose not to answer this question,nan
In the past year  have you spent more than 2 nights in a row in a jail  prison  detention center  or juvenile correctional facility?_No,62.09380283760969
In the past year  have you spent more than 2 nights in a row in a jail  prison  detention center  or juvenile correctional facility?_Yes,62.09380283760969
What is the highest level of school that you have finished?_Less than high school degree,13.476238624873599
What is the highest level of school that you have finished?_High school diploma or GED,12.439230408259071
What is your main insurance?_None/uninsured,11.276381909547752
Which race(s) are you?_Asian,7.0641768619875505
Which race(s) are you?_White,5.902566572627855
Are you a refugee?_No,5.5468277945619056
Which race(s) are you?_I choose not to answer this question,5.04950495049501
Are you a refugee?_Yes,4.936905790838405
What is your current work situation?_Full-time work,3.5753286147623804
What is your current work situation?_Otherwise unemployed but not seeking work,2.717966147780587
What is the highest level of school that you have finished?_I choose not to answer this question,2.0049140049139518
In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?_Clothing,1.6190476190476275
What is your current work situation?_Part-time or temporary work,1.5992960281588775
Which race(s) are you?_Black/African American,1.5554855378410752
What is the highest level of school that you have finished?_More than high school,1.462782850337449
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_Quite a bit,1.1157067168005406
Do you feel physically and emotionally safe where you currently live?_No,1.0234462987611337
What is your current work situation?_I choose not to answer this question,1.0036900369003663
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_I choose not to answer this question,1.0036900369003616
Are you a refugee?_I choose not to answer this question,1.0000000000000036
Do you feel physically and emotionally safe where you currently live?_I choose not to answer this question,0.9999999999999878
In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?_Utilities,0.9539078156313102
Do you feel physically and emotionally safe where you currently live?_Yes,0.9228212703102007
In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?_Medicine or Any Health Care,0.42911232646192465
In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?_Childcare,0.4041604754829236
In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?_Phone,0.40416047548291467
In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?_Food,0.3894161938596896
Which race(s) are you?_Pacific Islander,0.3338788870703727
In the past year  have you been afraid of your partner or ex-partner?_No,0.2962962962963001
In the past year  have you been afraid of your partner or ex-partner?_Yes,0.29629629629629933
What is your current work situation?_Unemployed (finding),0.27064676616914857
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_Very much,0.22043462600552066
Do you feel physically and emotionally safe where you currently live?_Unsure,0.20078740157480884
Which race(s) are you?_American Indian/Alaskan Native,0.2007874015748072
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_Not at all,0.18245509428337092
Tobacco smoking status NHIS_Former smoker,0.1460272011453122
Tobacco smoking status NHIS_Never smoker,0.1460272011453122
Are you Hispanic or Latino?_I choose not to answer this question,0.14376321353065524
Are you Hispanic or Latino?_No,0.1437632135306552
Which race(s) are you?_Other  Please write,0.11208791208791812
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_A little bit,0.10102135561745805
In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?_Other  Please write,0.0919333032897718
In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?_I choose not to answer this question,0.05011737729977647
Are you worried about losing your housing?_Yes,0.009067069647540301
Are you worried about losing your housing?_No,0.008849941434211047
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_Somewhat,0.007573507573507262
Are you worried about losing your housing?_I choose not to answer this question,6.156926356588891e-32
What is your housing situation today?_I do not have housing,nan
Age,791.0713636637112
Hemoglobin [Mass/volume] in Blood,94.08729185207088
Glucose,79.05025125460502
Total Cholesterol,78.10806452329342
Low Density Lipoprotein Cholesterol,47.41932550543604
Triglycerides,46.79137960941896
High Density Lipoprotein Cholesterol,34.14548945924046
Creatinine,24.61016518016352
Diastolic Blood Pressure,13.459379003032574
Systolic Blood Pressure,8.518975858605064
Race_white,7.780750910619144
Race_asian,7.0641768619875505
At any point in the past 2 years  has season or migrant farm work been your or your family's main source of income?_Yes,5.706293706293701
During the past year  what was the total combined income for you and the family members you live with? This information will help us determine if you are eligible for any benefits.,5.435631387022507
Body Height,3.926294005815341
MCHC [Mass/volume] by Automated count,3.228161660893152
At any point in the past 2 years  has season or migrant farm work been your or your family's main source of income?_No,2.9931224209078544
Body Weight,2.713041947853878
What is your housing situation today?_I have housing,2.688632619439873
What is your housing situation today?_I choose not to answer this question,2.688632619439871
How many family members  including yourself  do you currently live with?,2.205596307475793
Sodium,2.148419997491222
Has lack of transportation kept you from medical appointments  meetings  work  or from getting things needed for daily living?_Yes  it has kept me from non-medical meetings  appointments  work  or from getting things that I nee,1.6816074188562575
Has lack of transportation kept you from medical appointments  meetings  work  or from getting things needed for daily living?_No,1.416174939257204
Race_black,1.2722170252572453
MCH [Entitic mass] by Automated count,1.0697971885711142
Potassium,1.068957764573629
At any point in the past 2 years  has season or migrant farm work been your or your family's main source of income?_I choose not to answer this question,1.0036900369003652
How often do you see or talk to people that you care about and feel close to (For example: talking to friends on the phone  visiting friends or family  going to church or club meetings)?_Less than once a week,0.9271410311035487
Heart rate,0.9008001235704527
Pain severity - 0-10 verbal numeric rating [Score] - Reported,0.8410765413246797
Chloride,0.7518603845287772
Race_hawaiian,0.3338788870703727
Gender_F,0.3127335441218749
Gender_M,0.31273354412187465
Calcium,0.30952872655455993
How often do you see or talk to people that you care about and feel close to (For example: talking to friends on the phone  visiting friends or family  going to church or club meetings)?_1 or 2 times a week,0.24314660309893155
Respiratory rate,0.22535485836125402
Race_native,0.2007874015748072
Have you been discharged from the armed forces of the United States?_Yes,0.17881012380848016
Have you been discharged from the armed forces of the United States?_No,0.17030157570697996
MCV [Entitic volume] by Automated count,0.1588958573616826
Platelets [#/volume] in Blood by Automated count,0.15263876414320235
Carbon Dioxide,0.140171769705293
How often do you see or talk to people that you care about and feel close to (For example: talking to friends on the phone  visiting friends or family  going to church or club meetings)?_5 or more times a week,0.12817612908090076
Race_other,0.11208791208791812
Has lack of transportation kept you from medical appointments  meetings  work  or from getting things needed for daily living?_Yes  it has kept me from medical appointments or from getting my medications,0.11013632069105274
Body Mass Index,0.06231858309253336
Urea Nitrogen,0.04525832148356313
How often do you see or talk to people that you care about and feel close to (For example: talking to friends on the phone  visiting friends or family  going to church or club meetings)?_3 to 5 times a week,0.004985337243401952
Have you been discharged from the armed forces of the United States?_I choose not to answer this question,6.627354011022074e-30
How often do you see or talk to people that you care about and feel close to (For example: talking to friends on the phone  visiting friends or family  going to church or club meetings)?_I choose not to answer this question,4.656175557170378e-31
